pathway	gene1	gene2
Pentose phosphate pathway - Homo sapiens (human)	229	5211
Pentose phosphate pathway - Homo sapiens (human)	229	5213
Pentose phosphate pathway - Homo sapiens (human)	229	5214
Pentose phosphate pathway - Homo sapiens (human)	229	6888
Pentose phosphate pathway - Homo sapiens (human)	229	7086
Pentose phosphate pathway - Homo sapiens (human)	229	8277
Pentose phosphate pathway - Homo sapiens (human)	229	84076
Pentose phosphate pathway - Homo sapiens (human)	229	8789
Pentose phosphate pathway - Homo sapiens (human)	22934	5226
Pentose phosphate pathway - Homo sapiens (human)	22934	5236
Pentose phosphate pathway - Homo sapiens (human)	22934	5238
Pentose phosphate pathway - Homo sapiens (human)	22934	6120
Pentose phosphate pathway - Homo sapiens (human)	230	2203
Pentose phosphate pathway - Homo sapiens (human)	230	5211
Pentose phosphate pathway - Homo sapiens (human)	230	5213
Pentose phosphate pathway - Homo sapiens (human)	230	5214
Pentose phosphate pathway - Homo sapiens (human)	230	6888
Pentose phosphate pathway - Homo sapiens (human)	230	7086
Pentose phosphate pathway - Homo sapiens (human)	230	8277
Pentose phosphate pathway - Homo sapiens (human)	230	84076
Pentose phosphate pathway - Homo sapiens (human)	230	8789
Pentose phosphate pathway - Homo sapiens (human)	25796	2539
Pentose phosphate pathway - Homo sapiens (human)	2821	2539
Pentose phosphate pathway - Homo sapiens (human)	2821	6888
Pentose phosphate pathway - Homo sapiens (human)	51071	226
Pentose phosphate pathway - Homo sapiens (human)	51071	229
Pentose phosphate pathway - Homo sapiens (human)	51071	230
Pentose phosphate pathway - Homo sapiens (human)	51071	6888
Pentose phosphate pathway - Homo sapiens (human)	51071	7086
Pentose phosphate pathway - Homo sapiens (human)	51071	8277
Pentose phosphate pathway - Homo sapiens (human)	51071	84076
Pentose phosphate pathway - Homo sapiens (human)	5211	2821
Pentose phosphate pathway - Homo sapiens (human)	5211	6888
Pentose phosphate pathway - Homo sapiens (human)	5213	2821
Pentose phosphate pathway - Homo sapiens (human)	5213	6888
Pentose phosphate pathway - Homo sapiens (human)	5214	2821
Pentose phosphate pathway - Homo sapiens (human)	5214	6888
Pentose phosphate pathway - Homo sapiens (human)	5226	25796
Pentose phosphate pathway - Homo sapiens (human)	5226	9563
Pentose phosphate pathway - Homo sapiens (human)	5631	22934
Pentose phosphate pathway - Homo sapiens (human)	5631	5236
Pentose phosphate pathway - Homo sapiens (human)	5631	5238
Pentose phosphate pathway - Homo sapiens (human)	5631	64080
Pentose phosphate pathway - Homo sapiens (human)	5631	7086
Pentose phosphate pathway - Homo sapiens (human)	5631	8277
Pentose phosphate pathway - Homo sapiens (human)	5631	84076
Pentose phosphate pathway - Homo sapiens (human)	5634	22934
Pentose phosphate pathway - Homo sapiens (human)	5634	5236
Pentose phosphate pathway - Homo sapiens (human)	5634	5238
Pentose phosphate pathway - Homo sapiens (human)	5634	64080
Pentose phosphate pathway - Homo sapiens (human)	5634	7086
Pentose phosphate pathway - Homo sapiens (human)	5634	8277
Pentose phosphate pathway - Homo sapiens (human)	5634	84076
Pentose phosphate pathway - Homo sapiens (human)	6120	5226
Pentose phosphate pathway - Homo sapiens (human)	6120	7086
Pentose phosphate pathway - Homo sapiens (human)	6120	8277
Pentose phosphate pathway - Homo sapiens (human)	6120	84076
Pentose phosphate pathway - Homo sapiens (human)	64080	22934
Pentose phosphate pathway - Homo sapiens (human)	64080	51071
Pentose phosphate pathway - Homo sapiens (human)	64080	5236
Pentose phosphate pathway - Homo sapiens (human)	64080	5238
Pentose phosphate pathway - Homo sapiens (human)	64080	7086
Pentose phosphate pathway - Homo sapiens (human)	64080	8277
Pentose phosphate pathway - Homo sapiens (human)	64080	84076
Pentose phosphate pathway - Homo sapiens (human)	6888	7086
Pentose phosphate pathway - Homo sapiens (human)	6888	8277
Pentose phosphate pathway - Homo sapiens (human)	6888	84076
Pentose phosphate pathway - Homo sapiens (human)	7086	2203
Pentose phosphate pathway - Homo sapiens (human)	7086	226
Pentose phosphate pathway - Homo sapiens (human)	7086	229
Pentose phosphate pathway - Homo sapiens (human)	7086	22934
Pentose phosphate pathway - Homo sapiens (human)	7086	230
Pentose phosphate pathway - Homo sapiens (human)	7086	2821
Pentose phosphate pathway - Homo sapiens (human)	7086	5211
Pentose phosphate pathway - Homo sapiens (human)	7086	5213
Pentose phosphate pathway - Homo sapiens (human)	7086	5214
Pentose phosphate pathway - Homo sapiens (human)	7086	5236
Pentose phosphate pathway - Homo sapiens (human)	7086	5238
Pentose phosphate pathway - Homo sapiens (human)	7086	6120
Pentose phosphate pathway - Homo sapiens (human)	7086	6888
Pentose phosphate pathway - Homo sapiens (human)	7086	8789
Pentose phosphate pathway - Homo sapiens (human)	8277	2203
Pentose phosphate pathway - Homo sapiens (human)	8277	226
Pentose phosphate pathway - Homo sapiens (human)	8277	229
Pentose phosphate pathway - Homo sapiens (human)	8277	22934
Pentose phosphate pathway - Homo sapiens (human)	8277	230
Pentose phosphate pathway - Homo sapiens (human)	8277	2821
Pentose phosphate pathway - Homo sapiens (human)	8277	5211
Pentose phosphate pathway - Homo sapiens (human)	8277	5213
Pentose phosphate pathway - Homo sapiens (human)	8277	5214
Pentose phosphate pathway - Homo sapiens (human)	8277	5236
Pentose phosphate pathway - Homo sapiens (human)	8277	5238
Pentose phosphate pathway - Homo sapiens (human)	8277	6120
Pentose phosphate pathway - Homo sapiens (human)	8277	6888
Pentose phosphate pathway - Homo sapiens (human)	8277	8789
Pentose phosphate pathway - Homo sapiens (human)	84076	2203
Pentose phosphate pathway - Homo sapiens (human)	84076	226
Pentose phosphate pathway - Homo sapiens (human)	84076	229
Pentose phosphate pathway - Homo sapiens (human)	84076	22934
Pentose phosphate pathway - Homo sapiens (human)	84076	230
Pentose phosphate pathway - Homo sapiens (human)	84076	2821
Pentose phosphate pathway - Homo sapiens (human)	84076	5211
Pentose phosphate pathway - Homo sapiens (human)	84076	5213
Pentose phosphate pathway - Homo sapiens (human)	84076	5214
Pentose phosphate pathway - Homo sapiens (human)	84076	5236
Pentose phosphate pathway - Homo sapiens (human)	84076	5238
Pentose phosphate pathway - Homo sapiens (human)	84076	6120
Pentose phosphate pathway - Homo sapiens (human)	84076	6888
Pentose phosphate pathway - Homo sapiens (human)	84076	8789
Pentose phosphate pathway - Homo sapiens (human)	8789	2821
Pentose phosphate pathway - Homo sapiens (human)	8789	6888
Pentose phosphate pathway - Homo sapiens (human)	9563	2539
Pentose and glucuronate interconversions - Homo sapiens (human)	10720	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	10941	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	10720
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	10941
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	54490
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	54575
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	54576
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	54577
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	54578
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	54579
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	54600
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	54657
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	54658
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	54659
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	7363
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	7364
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	7365
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	7366
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	7367
Pentose and glucuronate interconversions - Homo sapiens (human)	2990	79799
Pentose and glucuronate interconversions - Homo sapiens (human)	51181	231
Pentose and glucuronate interconversions - Homo sapiens (human)	54490	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	54575	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	54576	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	54577	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	54578	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	54579	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	54600	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	54657	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	54658	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	54659	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	6120	9942
Pentose and glucuronate interconversions - Homo sapiens (human)	7360	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	7363	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	7364	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	7365	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	7366	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	7367	7358
Pentose and glucuronate interconversions - Homo sapiens (human)	79799	7358
Fructose and mannose metabolism - Homo sapiens (human)	226	2203
Fructose and mannose metabolism - Homo sapiens (human)	226	8789
Fructose and mannose metabolism - Homo sapiens (human)	229	2203
Fructose and mannose metabolism - Homo sapiens (human)	229	8789
Fructose and mannose metabolism - Homo sapiens (human)	230	2203
Fructose and mannose metabolism - Homo sapiens (human)	230	8789
Fructose and mannose metabolism - Homo sapiens (human)	231	6652
Fructose and mannose metabolism - Homo sapiens (human)	2645	2203
Fructose and mannose metabolism - Homo sapiens (human)	2645	4351
Fructose and mannose metabolism - Homo sapiens (human)	2645	5207
Fructose and mannose metabolism - Homo sapiens (human)	2645	5208
Fructose and mannose metabolism - Homo sapiens (human)	2645	5209
Fructose and mannose metabolism - Homo sapiens (human)	2645	5210
Fructose and mannose metabolism - Homo sapiens (human)	2645	5211
Fructose and mannose metabolism - Homo sapiens (human)	2645	5213
Fructose and mannose metabolism - Homo sapiens (human)	2645	5214
Fructose and mannose metabolism - Homo sapiens (human)	2645	5372
Fructose and mannose metabolism - Homo sapiens (human)	2645	5373
Fructose and mannose metabolism - Homo sapiens (human)	2645	55276
Fructose and mannose metabolism - Homo sapiens (human)	2645	8789
Fructose and mannose metabolism - Homo sapiens (human)	2762	29925
Fructose and mannose metabolism - Homo sapiens (human)	2762	29926
Fructose and mannose metabolism - Homo sapiens (human)	2762	55757
Fructose and mannose metabolism - Homo sapiens (human)	2762	56886
Fructose and mannose metabolism - Homo sapiens (human)	29085	2645
Fructose and mannose metabolism - Homo sapiens (human)	29085	3098
Fructose and mannose metabolism - Homo sapiens (human)	29085	3099
Fructose and mannose metabolism - Homo sapiens (human)	29085	3101
Fructose and mannose metabolism - Homo sapiens (human)	29925	55757
Fructose and mannose metabolism - Homo sapiens (human)	29925	56886
Fructose and mannose metabolism - Homo sapiens (human)	29926	55757
Fructose and mannose metabolism - Homo sapiens (human)	29926	56886
Fructose and mannose metabolism - Homo sapiens (human)	3098	2203
Fructose and mannose metabolism - Homo sapiens (human)	3098	4351
Fructose and mannose metabolism - Homo sapiens (human)	3098	5207
Fructose and mannose metabolism - Homo sapiens (human)	3098	5208
Fructose and mannose metabolism - Homo sapiens (human)	3098	5209
Fructose and mannose metabolism - Homo sapiens (human)	3098	5210
Fructose and mannose metabolism - Homo sapiens (human)	3098	5211
Fructose and mannose metabolism - Homo sapiens (human)	3098	5213
Fructose and mannose metabolism - Homo sapiens (human)	3098	5214
Fructose and mannose metabolism - Homo sapiens (human)	3098	5372
Fructose and mannose metabolism - Homo sapiens (human)	3098	5373
Fructose and mannose metabolism - Homo sapiens (human)	3098	55276
Fructose and mannose metabolism - Homo sapiens (human)	3098	8789
Fructose and mannose metabolism - Homo sapiens (human)	3099	2203
Fructose and mannose metabolism - Homo sapiens (human)	3099	4351
Fructose and mannose metabolism - Homo sapiens (human)	3099	5207
Fructose and mannose metabolism - Homo sapiens (human)	3099	5208
Fructose and mannose metabolism - Homo sapiens (human)	3099	5209
Fructose and mannose metabolism - Homo sapiens (human)	3099	5210
Fructose and mannose metabolism - Homo sapiens (human)	3099	5211
Fructose and mannose metabolism - Homo sapiens (human)	3099	5213
Fructose and mannose metabolism - Homo sapiens (human)	3099	5214
Fructose and mannose metabolism - Homo sapiens (human)	3099	5372
Fructose and mannose metabolism - Homo sapiens (human)	3099	5373
Fructose and mannose metabolism - Homo sapiens (human)	3099	55276
Fructose and mannose metabolism - Homo sapiens (human)	3099	8789
Fructose and mannose metabolism - Homo sapiens (human)	3101	2203
Fructose and mannose metabolism - Homo sapiens (human)	3101	4351
Fructose and mannose metabolism - Homo sapiens (human)	3101	5207
Fructose and mannose metabolism - Homo sapiens (human)	3101	5208
Fructose and mannose metabolism - Homo sapiens (human)	3101	5209
Fructose and mannose metabolism - Homo sapiens (human)	3101	5210
Fructose and mannose metabolism - Homo sapiens (human)	3101	5211
Fructose and mannose metabolism - Homo sapiens (human)	3101	5213
Fructose and mannose metabolism - Homo sapiens (human)	3101	5214
Fructose and mannose metabolism - Homo sapiens (human)	3101	5372
Fructose and mannose metabolism - Homo sapiens (human)	3101	5373
Fructose and mannose metabolism - Homo sapiens (human)	3101	55276
Fructose and mannose metabolism - Homo sapiens (human)	3101	8789
Fructose and mannose metabolism - Homo sapiens (human)	3795	226
Fructose and mannose metabolism - Homo sapiens (human)	3795	229
Fructose and mannose metabolism - Homo sapiens (human)	3795	230
Fructose and mannose metabolism - Homo sapiens (human)	3795	2645
Fructose and mannose metabolism - Homo sapiens (human)	3795	29085
Fructose and mannose metabolism - Homo sapiens (human)	3795	3098
Fructose and mannose metabolism - Homo sapiens (human)	3795	3099
Fructose and mannose metabolism - Homo sapiens (human)	3795	3101
Fructose and mannose metabolism - Homo sapiens (human)	3795	64077
Fructose and mannose metabolism - Homo sapiens (human)	3795	8776
Fructose and mannose metabolism - Homo sapiens (human)	3795	8898
Fructose and mannose metabolism - Homo sapiens (human)	3795	9107
Fructose and mannose metabolism - Homo sapiens (human)	4351	2203
Fructose and mannose metabolism - Homo sapiens (human)	4351	5211
Fructose and mannose metabolism - Homo sapiens (human)	4351	5213
Fructose and mannose metabolism - Homo sapiens (human)	4351	5214
Fructose and mannose metabolism - Homo sapiens (human)	4351	5372
Fructose and mannose metabolism - Homo sapiens (human)	4351	5373
Fructose and mannose metabolism - Homo sapiens (human)	4351	55276
Fructose and mannose metabolism - Homo sapiens (human)	4351	8789
Fructose and mannose metabolism - Homo sapiens (human)	5207	2203
Fructose and mannose metabolism - Homo sapiens (human)	5207	4351
Fructose and mannose metabolism - Homo sapiens (human)	5207	5211
Fructose and mannose metabolism - Homo sapiens (human)	5207	5213
Fructose and mannose metabolism - Homo sapiens (human)	5207	5214
Fructose and mannose metabolism - Homo sapiens (human)	5207	8789
Fructose and mannose metabolism - Homo sapiens (human)	5208	2203
Fructose and mannose metabolism - Homo sapiens (human)	5208	4351
Fructose and mannose metabolism - Homo sapiens (human)	5208	5211
Fructose and mannose metabolism - Homo sapiens (human)	5208	5213
Fructose and mannose metabolism - Homo sapiens (human)	5208	5214
Fructose and mannose metabolism - Homo sapiens (human)	5208	8789
Fructose and mannose metabolism - Homo sapiens (human)	5209	2203
Fructose and mannose metabolism - Homo sapiens (human)	5209	4351
Fructose and mannose metabolism - Homo sapiens (human)	5209	5211
Fructose and mannose metabolism - Homo sapiens (human)	5209	5213
Fructose and mannose metabolism - Homo sapiens (human)	5209	5214
Fructose and mannose metabolism - Homo sapiens (human)	5209	8789
Fructose and mannose metabolism - Homo sapiens (human)	5210	2203
Fructose and mannose metabolism - Homo sapiens (human)	5210	4351
Fructose and mannose metabolism - Homo sapiens (human)	5210	5211
Fructose and mannose metabolism - Homo sapiens (human)	5210	5213
Fructose and mannose metabolism - Homo sapiens (human)	5210	5214
Fructose and mannose metabolism - Homo sapiens (human)	5210	8789
Fructose and mannose metabolism - Homo sapiens (human)	5211	226
Fructose and mannose metabolism - Homo sapiens (human)	5211	229
Fructose and mannose metabolism - Homo sapiens (human)	5211	230
Fructose and mannose metabolism - Homo sapiens (human)	5213	226
Fructose and mannose metabolism - Homo sapiens (human)	5213	229
Fructose and mannose metabolism - Homo sapiens (human)	5213	230
Fructose and mannose metabolism - Homo sapiens (human)	5214	226
Fructose and mannose metabolism - Homo sapiens (human)	5214	229
Fructose and mannose metabolism - Homo sapiens (human)	5214	230
Fructose and mannose metabolism - Homo sapiens (human)	5372	29925
Fructose and mannose metabolism - Homo sapiens (human)	5372	29926
Fructose and mannose metabolism - Homo sapiens (human)	5373	29925
Fructose and mannose metabolism - Homo sapiens (human)	5373	29926
Fructose and mannose metabolism - Homo sapiens (human)	55276	29925
Fructose and mannose metabolism - Homo sapiens (human)	55276	29926
Fructose and mannose metabolism - Homo sapiens (human)	55757	2762
Fructose and mannose metabolism - Homo sapiens (human)	55757	29925
Fructose and mannose metabolism - Homo sapiens (human)	55757	29926
Fructose and mannose metabolism - Homo sapiens (human)	56886	2762
Fructose and mannose metabolism - Homo sapiens (human)	56886	29925
Fructose and mannose metabolism - Homo sapiens (human)	56886	29926
Fructose and mannose metabolism - Homo sapiens (human)	64077	2645
Fructose and mannose metabolism - Homo sapiens (human)	64077	3098
Fructose and mannose metabolism - Homo sapiens (human)	64077	3099
Fructose and mannose metabolism - Homo sapiens (human)	64077	3101
Fructose and mannose metabolism - Homo sapiens (human)	6652	2645
Fructose and mannose metabolism - Homo sapiens (human)	6652	29085
Fructose and mannose metabolism - Homo sapiens (human)	6652	3098
Fructose and mannose metabolism - Homo sapiens (human)	6652	3099
Fructose and mannose metabolism - Homo sapiens (human)	6652	3101
Fructose and mannose metabolism - Homo sapiens (human)	6652	3795
Fructose and mannose metabolism - Homo sapiens (human)	6652	64077
Fructose and mannose metabolism - Homo sapiens (human)	6652	8776
Fructose and mannose metabolism - Homo sapiens (human)	6652	8898
Fructose and mannose metabolism - Homo sapiens (human)	6652	9107
Fructose and mannose metabolism - Homo sapiens (human)	7167	226
Fructose and mannose metabolism - Homo sapiens (human)	7167	229
Fructose and mannose metabolism - Homo sapiens (human)	7167	230
Fructose and mannose metabolism - Homo sapiens (human)	7264	2762
